title,authors,abstract,pdf_url,source_url,id,year,conference
Provable Accelerated Convergence of Nesterov’s Momentum for Deep ReLU Neural Networks,"Fangshuo Liao, Anastasios Kyrillidis",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/liao24a/liao24a.pdf,https://proceedings.mlr.press/v237/liao24a.html,liao24a,2025,ICML
Learning Spanning Forests Optimally in Weighted Undirected Graphs with CUT queries,"Hang Liao, Deeparnab Chakrabarty",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/liao24b/liao24b.pdf,https://proceedings.mlr.press/v237/liao24b.html,liao24b,2025,ICML
Alternating minimization for generalized rank one matrix sensing: Sharp predictions from a random initialization,"Kabir Aladin Verchand, Mengqi Lou, Ashwin Pananjady",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/verchand24a/verchand24a.pdf,https://proceedings.mlr.press/v237/verchand24a.html,verchand24a,2025,ICML
On the Computational Benefit of Multimodal Learning,Zhou Lu,N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/lu24a/lu24a.pdf,https://proceedings.mlr.press/v237/lu24a.html,lu24a,2025,ICML
Predictor-Rejector Multi-Class Abstention: Theoretical Analysis and Algorithms,"Anqi Mao, Mehryar Mohri, Yutao Zhong",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/mao24a/mao24a.pdf,https://proceedings.mlr.press/v237/mao24a.html,mao24a,2025,ICML
Differentially Private Non-Convex Optimization under the KL Condition with Optimal Rates,"Michael Menart, Enayat Ullah, Raman Arora, Raef Bassily, Cristobal Guzman",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/menart24a/menart24a.pdf,https://proceedings.mlr.press/v237/menart24a.html,menart24a,2025,ICML
Adversarial Contextual Bandits Go Kernelized,"Gergely Neu, Julia Olkhovskaya, Sattar Vakili",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/neu24a/neu24a.pdf,https://proceedings.mlr.press/v237/neu24a.html,neu24a,2025,ICML
Multiclass Learnability Does Not Imply Sample Compression,Chirag Pabbaraju,N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/pabbaraju24a/pabbaraju24a.pdf,https://proceedings.mlr.press/v237/pabbaraju24a.html,pabbaraju24a,2025,ICML
Adversarial Online Collaborative Filtering,"Stephen Pasteris, Fabio Vitale, Mark Herbster, Claudio Gentile, Andre Panisson",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/pasteris24a/pasteris24a.pdf,https://proceedings.mlr.press/v237/pasteris24a.html,pasteris24a,2025,ICML
The complexity of non-stationary reinforcement learning,"Binghui Peng, Christos Papadimitriou",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/peng24a/peng24a.pdf,https://proceedings.mlr.press/v237/peng24a.html,peng24a,2025,ICML
Multiclass Online Learnability under Bandit Feedback,"Ananth Raman, Vinod Raman, Unique Subedi, Idan Mehalel, Ambuj Tewari",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/raman24a/raman24a.pdf,https://proceedings.mlr.press/v237/raman24a.html,raman24a,2025,ICML
Optimal Regret Bounds for Collaborative Learning in Bandits,"Amitis Shidani, Sattar Vakili",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/shidani24a/shidani24a.pdf,https://proceedings.mlr.press/v237/shidani24a.html,shidani24a,2025,ICML
"A Polynomial Time, Pure Differentially Private Estimator for Binary Product Distributions",Vikrant Singhal,N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/singhal24a/singhal24a.pdf,https://proceedings.mlr.press/v237/singhal24a.html,singhal24a,2025,ICML
Tight bounds for maximum $\ell_1$-margin classifiers,"Stefan Stojanovic, Konstantin Donhauser, Fanny Yang",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/stojanovic24a/stojanovic24a.pdf,https://proceedings.mlr.press/v237/stojanovic24a.html,stojanovic24a,2025,ICML
Online Infinite-Dimensional Regression: Learning Linear Operators,"Unique Subedi, Vinod Raman, Ambuj Tewari",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/subedi24a/subedi24a.pdf,https://proceedings.mlr.press/v237/subedi24a.html,subedi24a,2025,ICML
Universal Representation of Permutation-Invariant Functions on Vectors and Tensors,"Puoya Tabaghi, Yusu Wang",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/tabaghi24a/tabaghi24a.pdf,https://proceedings.mlr.press/v237/tabaghi24a.html,tabaghi24a,2025,ICML
Adaptive Combinatorial Maximization: Beyond Approximate Greedy Policies,"Shlomi Weitzman, Sivan Sabato",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/weitzman24a/weitzman24a.pdf,https://proceedings.mlr.press/v237/weitzman24a.html,weitzman24a,2025,ICML
Improving Adaptive Online Learning Using Refined Discretization,"Zhiyu Zhang, Heng Yang, Ashok Cutkosky, Ioannis C Paschalidis",N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/zhang24a/zhang24a.pdf,https://proceedings.mlr.press/v237/zhang24a.html,zhang24a,2025,ICML
Corruption-Robust Lipschitz Contextual Search,Shiliang Zuo,N/A (摘要需访问详情页),https://proceedings.mlr.press/v237/zuo24a/zuo24a.pdf,https://proceedings.mlr.press/v237/zuo24a.html,zuo24a,2025,ICML
